Server_ID,Data_Center,Purchase_Date,Decommission_Date,OS,RAM_GB,CPU_Cores,Storage_GB,Availability,Failure_Rate
SRV-610,Dallas,2015-01-27,2018-04-04,CentOS,201,12,2085,93.96,1.8
SRV-611,New York,2019-02-16,2023-05-08,Windows Server,164,35,523,61.09,2.4
SRV-612,New York,2019-02-25,2023-04-29,CentOS,108,16,2826,60.35,3.05
SRV-613,Dallas,2018-01-14,2022-08-07,Linux,36,36,696,84.2,0.94
SRV-614,Atlanta,2019-11-01,2022-11-30,Linux,227,51,4130,77.92,2.7
SRV-615,New York,2019-07-05,2023-04-16,Red Hat,123,11,1889,52.87,0.99
SRV-616,Atlanta,2019-02-17,2024-01-19,Windows Server,172,28,4378,85.78,0.43
SRV-617,San Francisco,2015-09-20,2022-08-08,Ubuntu,59,8,2388,60.66,1.08
SRV-618,Dallas,2015-06-01,2018-11-20,Ubuntu,195,47,2673,90.16,0.91
SRV-619,Chicago,2019-02-25,2024-08-21,Ubuntu,223,5,3804,54.11,4.83
SRV-620,San Francisco,2017-06-25,2023-11-18,Ubuntu,83,63,2195,95.65,4.37
SRV-621,Chicago,2015-12-26,2020-06-27,Ubuntu,116,40,1922,69.22,2.39
SRV-622,Dallas,2021-09-16,2025-07-26,Ubuntu,188,62,3377,58.32,0.96
SRV-623,Chicago,2019-09-22,2025-04-21,Red Hat,242,40,3036,78.43,1.86
SRV-624,San Francisco,2019-05-28,2024-02-01,CentOS,60,24,2200,71.2,3.35
SRV-625,Chicago,2015-06-29,2020-06-29,Ubuntu,189,6,4238,52.77,0.94
SRV-626,New York,2017-06-01,2023-05-29,CentOS,159,25,3883,58.42,3.48
SRV-627,Dallas,2019-05-10,2023-11-26,Ubuntu,121,30,1845,94.42,3.95
SRV-628,Chicago,2020-06-28,2025-08-17,Linux,132,39,4239,83.17,4.91
SRV-629,San Francisco,2018-03-13,2024-12-10,CentOS,149,20,4746,57.05,1.38
SRV-630,Atlanta,2016-01-28,2019-05-30,Red Hat,114,44,1494,94.59,4.65
SRV-631,Chicago,2015-11-20,2022-05-21,Ubuntu,140,31,591,71.82,2.96
SRV-632,New York,2015-02-03,2018-05-13,CentOS,199,49,1995,62.39,1.23
SRV-633,San Francisco,2019-11-12,2023-10-30,Red Hat,184,11,2873,59.32,4.2
SRV-634,Dallas,2016-07-05,2020-06-01,Linux,152,18,3359,79.49,2.69
SRV-635,New York,2017-02-25,2020-05-10,Red Hat,100,62,1921,73.73,1.99
SRV-636,Chicago,2015-08-03,2020-06-29,Windows Server,32,23,1333,99.53,1.0
SRV-637,New York,2018-01-11,2021-11-09,Ubuntu,130,50,551,66.6,2.03
SRV-638,Chicago,2019-01-28,2024-11-13,Red Hat,151,34,2740,80.27,0.57
SRV-639,Chicago,2018-02-26,2021-05-10,Windows Server,253,27,3933,99.57,3.8
SRV-640,Chicago,2019-08-26,2026-05-22,CentOS,100,61,4369,57.1,2.54
SRV-641,New York,2018-04-13,2022-07-09,CentOS,82,48,2469,76.18,0.33
SRV-642,Atlanta,2018-08-06,2024-11-16,Linux,56,6,605,52.97,4.19
SRV-643,Atlanta,2017-06-26,2023-04-20,Linux,90,27,939,76.38,0.46
SRV-644,Atlanta,2019-08-03,2023-12-14,CentOS,155,45,4682,62.5,2.35
SRV-645,Chicago,2017-07-06,2021-08-16,Linux,240,5,795,88.42,3.1
SRV-646,Atlanta,2019-09-30,2026-09-22,Linux,124,46,2162,97.09,0.91
SRV-647,San Francisco,2019-11-11,2024-08-05,Windows Server,129,51,2470,90.02,2.52
SRV-648,Chicago,2020-11-27,2026-10-03,CentOS,113,24,2948,81.06,2.89
SRV-649,Chicago,2017-09-02,2021-10-17,CentOS,46,20,4809,83.42,0.15
SRV-650,Dallas,2016-09-30,2019-11-19,Linux,51,44,2361,75.75,0.16
SRV-651,New York,2015-04-22,2021-01-15,Ubuntu,52,16,3270,84.26,3.71
SRV-652,New York,2020-03-22,2023-09-01,Red Hat,230,21,1394,84.71,2.38
SRV-653,New York,2021-09-23,2027-04-17,Ubuntu,159,62,1868,78.07,3.52
SRV-654,Dallas,2016-05-02,2020-08-13,CentOS,69,7,2080,73.57,3.87
SRV-655,Atlanta,2021-07-31,2026-06-26,Ubuntu,190,60,4719,84.07,2.54
SRV-656,San Francisco,2016-01-05,2021-04-25,CentOS,155,9,832,52.9,1.25
SRV-657,San Francisco,2021-02-22,2025-10-22,Windows Server,158,24,618,74.17,2.37
SRV-658,Dallas,2015-01-24,2018-10-26,CentOS,120,37,3600,90.15,4.29
SRV-659,San Francisco,2021-04-29,2025-03-31,Windows Server,224,29,2738,86.42,3.61
SRV-660,Dallas,2017-11-17,2021-07-06,Windows Server,147,52,4347,76.28,2.0
SRV-661,New York,2021-05-18,2028-05-05,Red Hat,48,64,1049,87.32,3.27
SRV-662,San Francisco,2017-11-06,2021-09-23,Ubuntu,65,41,787,69.33,2.3
SRV-663,New York,2016-11-30,2021-03-22,Red Hat,253,17,2669,82.09,4.16
SRV-664,Atlanta,2017-11-12,2024-05-07,Linux,112,51,3727,83.12,3.3
SRV-665,New York,2019-07-03,2024-01-05,Windows Server,135,54,1904,60.06,0.26
SRV-666,Atlanta,2017-11-28,2023-07-12,Windows Server,52,9,4667,76.88,0.76
SRV-667,San Francisco,2015-05-08,2019-09-06,Ubuntu,97,53,795,97.94,3.54
SRV-668,Atlanta,2020-02-11,2023-12-15,Ubuntu,101,26,1844,77.15,4.62
SRV-669,Dallas,2019-02-07,2024-09-28,CentOS,55,47,4052,52.59,2.3
SRV-670,Dallas,2017-05-16,2022-10-14,CentOS,149,62,1621,71.07,2.15
SRV-671,New York,2016-02-04,2022-09-22,Red Hat,151,62,2976,50.06,0.94
SRV-672,Chicago,2017-10-22,2024-06-17,Red Hat,98,9,1636,87.69,3.17
SRV-673,New York,2021-10-27,2028-04-03,Linux,68,52,4986,70.31,0.47
SRV-674,Atlanta,2018-12-08,2024-04-25,Ubuntu,122,57,2333,69.48,0.7
SRV-675,Dallas,2017-02-22,2022-05-27,Red Hat,239,5,4477,93.6,2.1
SRV-676,Chicago,2016-06-12,2020-12-22,Red Hat,210,45,832,51.25,3.21
SRV-677,Chicago,2015-01-03,2021-12-06,Ubuntu,250,28,1197,75.35,2.22
SRV-678,San Francisco,2018-07-09,2022-12-10,Ubuntu,164,55,1562,93.16,0.42
SRV-679,Dallas,2020-03-17,2025-10-30,Ubuntu,252,40,4853,87.94,0.96
SRV-680,Dallas,2019-10-04,2023-11-18,Linux,81,39,1043,61.14,4.41
SRV-681,Chicago,2016-08-08,2023-06-25,CentOS,57,31,2428,97.22,2.55
SRV-682,Atlanta,2015-06-21,2021-05-11,Linux,82,59,3317,83.48,2.18
SRV-683,New York,2017-06-17,2023-05-20,Windows Server,32,11,1244,82.93,4.17
SRV-684,Chicago,2018-12-17,2022-06-13,Ubuntu,253,8,4791,60.44,4.38
SRV-685,San Francisco,2016-02-10,2022-02-26,Windows Server,165,23,1888,90.28,4.98
SRV-686,Dallas,2020-12-18,2026-01-08,Linux,131,59,3485,69.11,3.19
SRV-687,New York,2016-12-20,2021-11-27,Red Hat,253,24,2550,83.06,3.12
SRV-688,Chicago,2015-10-11,2021-02-01,CentOS,26,18,684,51.02,0.12
SRV-689,Atlanta,2017-10-27,2024-08-11,Ubuntu,68,58,980,56.28,2.61
SRV-690,New York,2019-09-06,2026-02-16,CentOS,174,25,2342,75.7,4.25
SRV-691,San Francisco,2021-01-29,2027-01-12,CentOS,43,48,1419,90.87,4.5
SRV-692,San Francisco,2021-03-19,2024-06-18,Ubuntu,171,18,704,55.76,1.27
SRV-693,Chicago,2019-06-21,2023-08-25,CentOS,86,12,875,83.47,2.93
SRV-694,New York,2017-02-10,2023-09-30,CentOS,212,46,3049,88.25,4.43
SRV-695,San Francisco,2018-09-28,2024-04-16,Ubuntu,45,6,4616,58.34,4.41
SRV-696,New York,2016-12-23,2022-10-05,CentOS,60,44,4906,85.07,4.87
SRV-697,Dallas,2017-12-02,2022-01-31,Linux,154,61,3997,52.36,1.62
SRV-698,Atlanta,2021-10-14,2028-05-26,Ubuntu,143,28,4880,89.93,0.66
SRV-699,Atlanta,2019-09-17,2025-09-24,Red Hat,19,59,1058,58.54,1.76
SRV-700,Atlanta,2016-06-01,2022-11-29,CentOS,119,53,2375,66.07,3.41
SRV-701,New York,2018-01-04,2024-12-26,Windows Server,252,14,4360,87.01,0.9
SRV-702,Chicago,2015-08-25,2019-08-17,Windows Server,221,33,3743,58.23,0.4
SRV-703,New York,2020-04-29,2027-01-26,CentOS,101,21,4343,60.05,2.87
SRV-704,Dallas,2016-10-09,2022-01-12,Red Hat,253,28,3467,98.45,0.28
SRV-705,New York,2018-04-22,2024-12-10,Windows Server,70,6,4298,52.68,3.08
SRV-706,Atlanta,2017-01-06,2023-04-06,Windows Server,17,19,1999,56.21,2.66
SRV-707,San Francisco,2018-04-18,2024-08-10,Ubuntu,240,36,726,57.98,4.84
SRV-708,Chicago,2015-10-19,2019-11-12,Windows Server,168,21,2171,98.08,2.22
SRV-709,San Francisco,2019-12-14,2025-04-12,Linux,99,62,562,88.46,3.68
SRV-710,Atlanta,2020-12-24,2025-10-23,Red Hat,76,24,2895,91.3,0.8
SRV-711,Chicago,2020-07-26,2026-04-03,CentOS,107,36,2794,87.76,4.08
SRV-712,New York,2021-03-12,2026-12-04,Windows Server,189,16,2584,78.61,3.4
SRV-713,San Francisco,2016-06-21,2021-04-26,CentOS,157,34,2510,97.11,3.71
SRV-714,Atlanta,2016-12-16,2021-07-16,Windows Server,132,11,701,92.15,3.4
SRV-715,Chicago,2017-06-15,2021-01-02,Red Hat,116,51,708,83.43,2.98
SRV-716,New York,2017-06-19,2021-01-30,Ubuntu,230,11,738,67.71,0.36
SRV-717,Dallas,2019-10-01,2023-08-19,Windows Server,100,48,743,73.82,0.09
SRV-718,San Francisco,2018-09-22,2025-08-09,Red Hat,87,15,1964,89.89,1.3
SRV-719,San Francisco,2016-10-11,2021-03-10,CentOS,218,21,1718,99.06,4.71
SRV-720,Atlanta,2021-08-31,2026-09-20,Red Hat,135,34,2570,57.91,4.53
SRV-721,Atlanta,2021-01-30,2025-11-06,CentOS,130,25,3831,78.86,4.27
SRV-722,San Francisco,2015-04-07,2021-08-10,Ubuntu,175,29,733,51.92,0.37
SRV-723,Dallas,2015-04-20,2021-01-03,Red Hat,218,27,3634,91.67,1.86
SRV-724,Dallas,2015-10-10,2018-11-12,Linux,247,51,2292,89.42,0.17
SRV-725,Chicago,2015-11-10,2021-04-21,Ubuntu,81,46,4543,59.86,1.29
SRV-726,New York,2019-09-01,2026-01-22,CentOS,17,58,1531,96.17,1.82
SRV-727,Atlanta,2016-08-19,2019-11-18,Red Hat,24,47,2079,99.55,2.84
SRV-728,Atlanta,2020-03-01,2024-01-21,Windows Server,192,44,616,93.46,0.11
SRV-729,Dallas,2017-11-09,2021-03-18,Linux,165,61,3938,52.45,2.45
SRV-730,Atlanta,2016-10-14,2022-10-30,Red Hat,252,55,2216,60.48,1.68
SRV-731,Dallas,2019-01-01,2024-04-07,Ubuntu,148,49,573,77.95,0.36
SRV-732,Atlanta,2018-11-29,2022-02-09,Windows Server,167,59,2824,99.64,2.81
SRV-733,Chicago,2017-02-16,2022-09-17,Ubuntu,29,17,1448,67.95,2.39
SRV-734,Atlanta,2017-08-09,2020-10-09,Linux,191,32,1634,78.17,1.6
SRV-735,Chicago,2020-07-29,2027-01-15,Red Hat,187,55,4139,83.15,0.95
SRV-736,Dallas,2017-11-06,2024-09-08,Windows Server,251,7,4618,52.2,4.78
SRV-737,San Francisco,2016-06-22,2022-04-01,CentOS,90,12,4232,63.14,1.73
SRV-738,Dallas,2019-03-25,2025-12-09,CentOS,216,32,576,93.02,4.64
SRV-739,New York,2017-10-10,2024-03-30,Ubuntu,135,14,1364,66.48,3.97
SRV-740,Atlanta,2016-06-24,2023-01-23,CentOS,171,56,1227,85.22,2.91
SRV-741,Dallas,2015-11-11,2019-09-02,Red Hat,165,14,3362,75.14,4.68
SRV-742,Dallas,2021-10-04,2026-06-09,Ubuntu,184,44,3701,74.39,2.87
SRV-743,San Francisco,2017-09-16,2023-04-12,Linux,234,36,1524,55.01,1.64
SRV-744,San Francisco,2021-01-09,2025-11-16,Ubuntu,226,47,3179,90.55,4.94
SRV-745,San Francisco,2018-09-24,2021-11-27,Windows Server,213,24,623,64.68,3.49
SRV-746,New York,2017-08-26,2023-02-03,Red Hat,139,15,1773,58.54,0.08
SRV-747,Dallas,2021-04-08,2027-09-28,CentOS,235,21,3713,57.84,0.5
SRV-748,Chicago,2015-02-26,2019-02-03,Red Hat,18,44,4215,74.21,4.06
SRV-749,Dallas,2019-05-16,2026-04-05,CentOS,239,19,4056,66.52,0.36
SRV-750,New York,2018-05-24,2025-04-03,CentOS,103,53,2605,70.44,1.28
SRV-751,Dallas,2020-07-04,2025-03-08,Linux,92,36,2876,75.98,2.08
SRV-752,Chicago,2017-04-09,2021-03-26,Linux,169,15,1964,94.65,2.92
SRV-753,Atlanta,2016-08-16,2022-05-31,Windows Server,65,29,1646,81.89,3.8
SRV-754,Chicago,2015-10-23,2022-07-09,Linux,26,23,2930,80.05,4.39
SRV-755,San Francisco,2020-10-03,2025-02-25,Linux,168,4,2796,80.89,2.73
SRV-756,Atlanta,2016-11-29,2023-07-08,Ubuntu,217,58,689,84.1,2.37
SRV-757,New York,2018-12-27,2025-08-11,Windows Server,239,45,711,61.03,2.97
SRV-758,Atlanta,2017-09-06,2021-07-07,Ubuntu,112,54,2268,53.96,1.65
SRV-759,Atlanta,2015-04-30,2021-07-07,Linux,246,28,4153,89.39,4.73
SRV-760,Chicago,2016-07-01,2019-09-21,Windows Server,219,30,3072,99.83,3.98
SRV-761,Chicago,2015-10-19,2020-11-21,Linux,53,20,4924,66.16,2.48
SRV-762,Dallas,2016-03-12,2022-02-05,Ubuntu,17,40,2022,82.98,0.21
SRV-763,Chicago,2016-03-16,2019-12-20,Ubuntu,89,55,4635,86.4,4.46
SRV-764,New York,2019-01-02,2024-04-24,Windows Server,28,36,2462,67.18,3.07
SRV-765,Chicago,2020-11-07,2025-02-21,Windows Server,132,34,4253,67.36,4.77
SRV-766,Atlanta,2016-10-14,2020-07-29,Ubuntu,23,33,725,98.29,3.07
SRV-767,Dallas,2016-04-29,2023-02-16,Windows Server,93,48,4581,76.86,4.98
SRV-768,New York,2016-06-06,2022-10-08,CentOS,28,23,2552,59.3,1.1
SRV-769,San Francisco,2016-07-29,2020-10-02,Linux,220,56,4911,55.52,0.54
SRV-770,Atlanta,2016-05-26,2022-11-16,Red Hat,57,46,4640,54.6,3.44
SRV-771,Dallas,2017-10-12,2022-10-25,Windows Server,223,62,1396,65.19,1.28
SRV-772,Chicago,2021-08-27,2026-04-20,Linux,100,34,1982,70.94,0.73
SRV-773,Dallas,2018-02-17,2021-07-13,Ubuntu,200,26,1053,76.59,1.68
SRV-774,San Francisco,2021-08-25,2027-06-28,Ubuntu,171,39,540,70.71,2.76
SRV-775,Dallas,2019-01-31,2022-03-25,Linux,200,46,838,50.16,1.72
SRV-776,Dallas,2021-05-22,2026-10-19,Linux,156,63,4033,81.79,3.35
SRV-777,Atlanta,2015-09-05,2020-04-13,Ubuntu,139,24,1677,90.56,3.82
SRV-778,Dallas,2021-04-28,2025-08-02,CentOS,74,49,1024,51.21,4.21
SRV-779,Chicago,2015-01-12,2018-07-01,Linux,158,32,2360,91.36,4.89
SRV-780,Atlanta,2018-12-22,2023-12-12,Red Hat,34,17,4764,61.53,0.18
SRV-781,Atlanta,2017-12-21,2023-05-23,Ubuntu,25,61,533,74.98,3.5
SRV-782,San Francisco,2019-08-24,2023-12-14,Red Hat,171,39,1706,51.24,2.55
SRV-783,Chicago,2015-04-19,2020-10-16,Windows Server,27,32,3211,62.43,2.95
SRV-784,New York,2019-06-30,2025-11-09,Windows Server,197,62,1693,86.93,2.61
SRV-785,Dallas,2020-02-11,2025-10-10,Ubuntu,98,62,3248,58.9,3.55
SRV-786,New York,2019-03-15,2023-03-09,Red Hat,103,28,4318,57.75,1.72
SRV-787,Chicago,2016-02-17,2021-06-20,Ubuntu,176,36,4138,60.54,3.9
SRV-788,Atlanta,2021-05-16,2025-10-29,CentOS,199,24,2251,61.17,1.88
SRV-789,Chicago,2017-06-18,2024-01-03,Red Hat,104,10,4806,58.94,4.38
SRV-790,Dallas,2020-06-13,2027-03-14,Windows Server,76,12,4336,80.45,4.46
SRV-791,Dallas,2019-09-25,2022-10-16,Windows Server,57,44,4096,70.32,1.15
SRV-792,Chicago,2015-01-25,2019-03-14,Linux,248,9,666,78.77,1.79
SRV-793,Atlanta,2018-02-22,2021-09-28,Linux,164,47,4041,89.0,3.14
SRV-794,New York,2015-09-09,2019-02-07,Windows Server,169,20,4155,61.71,1.54
SRV-795,Dallas,2020-01-17,2024-08-07,Windows Server,33,39,3750,96.91,1.72
SRV-796,New York,2020-11-21,2026-06-14,Linux,37,32,1636,76.37,3.57
SRV-797,New York,2016-09-03,2020-11-09,Ubuntu,162,37,2047,62.83,0.93
SRV-798,Dallas,2016-05-31,2023-02-08,Windows Server,52,11,1103,83.24,2.01
SRV-799,Atlanta,2018-06-12,2021-09-24,Ubuntu,247,60,971,75.89,4.87
SRV-800,Chicago,2020-08-17,2024-03-29,Red Hat,83,46,1535,68.78,4.49
SRV-801,Dallas,2021-04-23,2026-03-13,Red Hat,36,49,4142,89.2,2.7
SRV-802,Dallas,2020-01-22,2025-06-13,Red Hat,167,18,1932,93.85,2.05
SRV-803,Atlanta,2018-12-09,2023-02-06,Ubuntu,85,26,4592,93.91,3.53
SRV-804,Atlanta,2016-11-01,2020-03-27,Ubuntu,82,62,4977,94.98,3.35
SRV-805,San Francisco,2018-07-31,2023-06-02,Ubuntu,172,35,3731,95.69,0.57
SRV-806,San Francisco,2021-02-11,2027-11-20,Red Hat,61,22,4878,57.4,0.55
SRV-807,San Francisco,2019-02-25,2025-02-22,CentOS,182,34,1378,70.13,1.86
SRV-808,Atlanta,2016-01-09,2022-05-13,CentOS,56,30,888,57.79,0.66
SRV-809,New York,2020-10-04,2023-11-14,Windows Server,161,58,1409,71.61,4.71
SRV-810,Dallas,2015-06-30,2019-09-17,Red Hat,208,31,3780,82.99,4.86
SRV-811,Atlanta,2017-01-23,2023-05-27,CentOS,245,37,1484,72.49,2.03
SRV-812,Atlanta,2016-07-17,2022-03-20,Ubuntu,48,37,1689,62.02,4.89
SRV-813,Chicago,2015-10-24,2020-02-04,CentOS,129,13,1224,54.61,4.72
SRV-814,Chicago,2016-04-09,2020-08-09,Red Hat,253,20,2626,52.84,0.12
SRV-815,New York,2020-04-11,2025-12-18,CentOS,40,5,2455,50.49,4.15
SRV-816,Chicago,2017-05-11,2023-01-06,CentOS,205,18,4744,57.37,2.95
SRV-817,Dallas,2021-03-10,2024-09-29,Ubuntu,162,47,3705,90.06,4.78
SRV-818,San Francisco,2016-11-24,2019-12-24,Red Hat,147,43,3666,76.85,0.09
SRV-819,San Francisco,2016-04-12,2020-07-17,Red Hat,156,50,4743,88.97,3.13
SRV-820,San Francisco,2017-05-25,2022-11-20,Linux,107,24,757,96.63,1.58
SRV-821,Dallas,2021-04-29,2024-11-25,Linux,235,8,4105,81.79,4.09
SRV-822,Dallas,2016-10-04,2021-09-10,Windows Server,118,51,1441,91.01,0.61
SRV-823,Chicago,2017-04-07,2022-06-08,Linux,248,16,2320,95.55,0.97
SRV-824,Atlanta,2016-08-09,2022-04-06,Red Hat,29,62,3690,70.2,0.37
SRV-825,Chicago,2018-01-23,2021-07-16,Ubuntu,40,4,4852,69.84,4.34
SRV-826,Chicago,2021-05-30,2027-05-18,Windows Server,168,37,4818,70.98,4.58
SRV-827,New York,2015-05-15,2019-03-19,Ubuntu,175,36,3265,89.8,4.14
SRV-828,New York,2019-09-05,2026-07-25,Ubuntu,32,56,2748,61.81,1.79
SRV-829,San Francisco,2018-10-16,2023-06-25,Linux,33,32,3780,63.97,2.3
SRV-830,New York,2021-11-30,2027-05-03,Windows Server,67,46,3762,54.01,3.68
SRV-831,Atlanta,2021-08-13,2026-03-27,Red Hat,18,36,1227,91.96,1.46
SRV-832,Dallas,2019-03-05,2022-10-03,Windows Server,35,43,2828,93.79,3.36
SRV-833,Atlanta,2015-12-26,2019-06-28,CentOS,141,9,3460,51.94,4.62
SRV-834,Chicago,2018-12-18,2024-12-13,CentOS,119,13,4881,67.55,4.03
SRV-835,Dallas,2017-06-19,2022-04-09,CentOS,152,53,966,73.06,4.6
SRV-836,Dallas,2015-11-24,2022-01-07,CentOS,209,23,4898,61.72,1.72
SRV-837,San Francisco,2019-03-13,2022-09-02,Windows Server,183,23,1262,94.7,4.76
SRV-838,Atlanta,2019-06-11,2024-10-28,CentOS,235,28,1656,89.83,2.45
SRV-839,Atlanta,2020-08-23,2025-07-19,Windows Server,236,41,2637,60.1,0.65
SRV-840,Chicago,2016-10-30,2021-09-28,Ubuntu,139,49,1647,82.35,4.98
SRV-841,Atlanta,2018-04-05,2023-02-16,Windows Server,228,44,4055,88.73,1.95
SRV-842,Atlanta,2019-08-22,2025-12-30,Red Hat,98,18,2689,78.57,4.99
SRV-843,Chicago,2015-01-27,2020-02-10,Linux,177,37,3184,74.52,0.04
SRV-844,New York,2017-05-13,2022-03-26,Ubuntu,193,60,2660,57.92,4.93
SRV-845,Dallas,2017-08-29,2020-12-17,Linux,44,64,2611,52.78,1.21
SRV-846,San Francisco,2018-03-17,2021-05-29,Red Hat,67,22,3202,56.63,3.2
SRV-847,New York,2016-12-18,2020-05-02,Ubuntu,161,57,2560,96.36,1.09
SRV-848,New York,2018-03-07,2022-11-16,Red Hat,175,19,4442,91.68,2.64
SRV-849,Dallas,2020-10-17,2026-06-12,CentOS,83,61,2695,85.11,1.0
SRV-850,Atlanta,2021-11-19,2028-03-19,Red Hat,203,40,846,77.54,3.86
SRV-851,Atlanta,2017-02-08,2020-08-15,CentOS,225,4,633,75.06,4.35
SRV-852,San Francisco,2020-01-15,2024-11-14,Ubuntu,96,10,3136,56.14,4.67
SRV-853,Atlanta,2015-01-27,2018-08-09,CentOS,97,15,3079,87.41,4.13
SRV-854,Atlanta,2021-02-28,2027-04-21,Ubuntu,44,33,3590,77.99,1.98
SRV-855,Atlanta,2017-02-19,2020-09-07,Ubuntu,246,37,2700,51.87,1.85
SRV-856,San Francisco,2021-07-03,2027-06-16,Linux,90,33,3085,65.16,1.85
SRV-857,Atlanta,2020-05-17,2026-07-15,Ubuntu,198,24,783,80.68,4.95
SRV-858,Chicago,2017-02-10,2021-07-22,Linux,202,59,3193,90.66,4.07
SRV-859,Dallas,2016-03-22,2020-05-30,Linux,120,11,2093,74.77,3.84
SRV-860,Dallas,2015-06-15,2021-06-18,CentOS,68,8,3708,92.38,4.86
SRV-861,Chicago,2019-07-19,2023-04-24,Windows Server,166,18,2387,96.32,3.4
SRV-862,Chicago,2015-01-28,2018-02-06,Ubuntu,224,16,2694,85.86,2.82
SRV-863,Atlanta,2017-05-04,2022-11-14,Linux,107,12,4311,93.46,1.37
SRV-864,Atlanta,2021-10-03,2026-06-05,Ubuntu,124,42,711,99.88,3.11
SRV-865,Chicago,2019-06-02,2023-08-08,Red Hat,136,16,5000,78.87,4.21
SRV-866,New York,2015-07-27,2020-05-16,Ubuntu,80,63,4139,75.11,1.29
SRV-867,Chicago,2017-09-26,2022-04-29,CentOS,28,10,2062,66.77,4.25
SRV-868,Chicago,2015-11-20,2019-07-03,Red Hat,166,57,2124,91.13,2.2
SRV-869,New York,2019-12-30,2023-10-31,Windows Server,193,18,1192,83.96,3.12
SRV-870,New York,2020-09-27,2024-10-31,CentOS,232,5,2314,85.78,0.94
SRV-871,Dallas,2020-06-29,2027-04-26,Ubuntu,208,58,4634,90.55,0.28
SRV-872,Dallas,2019-09-22,2025-12-09,Red Hat,21,53,3937,84.19,1.33
SRV-873,Dallas,2016-10-06,2022-06-14,Ubuntu,248,60,4061,94.5,2.7
SRV-874,San Francisco,2018-07-09,2022-04-23,CentOS,158,18,4891,98.27,1.59
SRV-875,New York,2019-12-01,2024-11-04,Linux,173,30,3426,56.67,3.82
SRV-876,New York,2019-10-10,2023-02-09,Linux,197,46,943,92.4,4.92
SRV-877,Atlanta,2020-04-10,2025-04-14,Ubuntu,186,13,4342,52.02,3.78
SRV-878,New York,2016-04-22,2021-07-05,Ubuntu,192,4,3595,77.83,0.9
SRV-879,Dallas,2015-10-06,2022-06-05,CentOS,141,39,1308,65.13,3.2
SRV-880,San Francisco,2018-06-06,2022-10-23,CentOS,252,62,2876,77.18,4.17
SRV-881,New York,2018-05-11,2024-01-27,Linux,236,29,3260,53.54,3.72
SRV-882,San Francisco,2021-01-15,2027-07-01,Red Hat,131,34,4095,77.0,4.72
SRV-883,San Francisco,2018-10-07,2021-11-12,Red Hat,230,29,648,77.1,4.48
SRV-884,Atlanta,2020-12-07,2025-10-09,Windows Server,68,19,1481,58.55,0.94
SRV-885,Dallas,2017-03-03,2020-04-06,Ubuntu,97,26,4640,70.48,3.05
SRV-886,Atlanta,2019-12-31,2024-09-06,Linux,133,54,1774,94.93,0.58
SRV-887,San Francisco,2020-04-12,2025-04-21,Red Hat,133,43,644,87.42,0.14
SRV-888,Chicago,2017-08-09,2023-12-21,Red Hat,102,19,1478,51.01,2.29
SRV-889,San Francisco,2015-12-23,2022-07-28,CentOS,22,20,4895,65.33,1.98
SRV-890,Dallas,2017-09-04,2021-11-15,CentOS,154,12,3885,51.56,2.51
SRV-891,Chicago,2020-01-17,2025-04-20,Red Hat,169,61,2547,89.86,2.7
SRV-892,New York,2017-06-03,2023-05-04,Linux,229,44,1180,84.99,4.2
SRV-893,San Francisco,2016-11-09,2020-09-04,CentOS,139,39,4681,55.77,0.17
SRV-894,New York,2016-10-16,2020-09-03,Red Hat,179,12,1734,52.9,3.9
SRV-895,Dallas,2020-09-23,2024-01-20,Red Hat,234,5,2484,59.17,1.54
SRV-896,New York,2021-01-26,2026-03-30,Ubuntu,254,14,1693,72.43,3.29
SRV-897,Dallas,2018-07-15,2021-12-11,Windows Server,174,27,4994,78.45,0.67
SRV-898,Chicago,2017-05-29,2021-11-17,Windows Server,179,43,1217,80.77,3.11
SRV-899,Atlanta,2020-09-13,2026-08-12,Ubuntu,134,4,2261,86.16,1.53
SRV-900,Dallas,2021-02-27,2028-02-06,Red Hat,58,57,3153,55.56,1.37
SRV-901,Atlanta,2015-06-14,2022-01-04,Red Hat,89,47,4742,73.57,2.1
SRV-902,New York,2020-04-06,2026-12-01,Windows Server,51,28,2721,73.63,2.8
SRV-903,San Francisco,2021-08-30,2025-12-02,CentOS,101,15,3342,61.08,1.4
SRV-904,San Francisco,2020-06-03,2025-12-14,Red Hat,249,30,961,56.77,4.35
SRV-905,Atlanta,2016-07-24,2021-11-06,CentOS,171,28,2276,53.48,1.24
SRV-906,Chicago,2017-06-21,2024-02-07,Linux,225,38,3244,93.02,3.14
SRV-907,Dallas,2020-06-12,2026-01-12,Linux,85,4,3877,56.02,3.3
SRV-908,New York,2017-04-06,2023-07-30,Red Hat,151,32,3085,70.12,1.94
SRV-909,New York,2018-11-03,2024-10-28,Windows Server,59,7,758,73.19,3.76
SRV-910,Dallas,2021-09-16,2028-07-29,CentOS,65,64,1388,84.24,2.46
SRV-911,Atlanta,2017-08-04,2023-01-02,Linux,121,56,1451,93.54,0.19
SRV-912,New York,2018-05-19,2022-11-02,Ubuntu,26,35,3357,64.4,3.74
SRV-913,Dallas,2019-12-15,2024-10-29,Red Hat,166,62,3444,67.14,2.75
SRV-914,Atlanta,2020-04-18,2025-02-04,Red Hat,228,48,3595,59.91,0.98
SRV-915,New York,2018-01-11,2021-12-05,Ubuntu,187,22,999,80.23,3.64
